buenos ,Año,Titulo,Serie/Pelicula,Día de la semana,Palabra 1,Palabra 2,Palabra 3,Palabra 4,Palabra 5,Palabra 6,Palabra 7,Palabra 8,Palabra 9,Palabra 10,Palabra 11,Palabra 12,Palabra 13,Palabra 14,Palabra 15,Palabra 16,Palabra 17,Palabra 18,Palabra 19,Palabra 20,Palabra 21,Palabra 22,Palabra 23
24/06/2018,2018,Sense8: Temporada 2: ¿Quién soy?,Serie,domingo,Sense8:,Temporada,2:,¿Quién,soy?,,,,,,,,,,,,,,,,,,
23/06/2018,2018,Ibiza,Película,sábado,Ibiza,,,,,,,,,,,,,,,,,,,,,,
23/06/2018,2018,El cuaderno de Sara,Película,sábado,El,cuaderno,de,Sara,,,,,,,,,,,,,,,,,,,
23/06/2018,2018,#realityhigh,Película,sábado,#realityhigh,,,,,,,,,,,,,,,,,,,,,,
23/06/2018,2018,Gran Hotel: Parte 12,Película,sábado,Gran,Hotel:,Parte,12,,,,,,,,,,,,,,,,,,,
23/06/2018,2018,Gran Hotel: Parte 11,Película,sábado,Gran,Hotel:,Parte,11,,,,,,,,,,,,,,,,,,,
22/06/2018,2018,Gran Hotel: Parte 10,Película,viernes,Gran,Hotel:,Parte,10,,,,,,,,,,,,,,,,,,,
22/06/2018,2018,Gran Hotel: Parte 9,Película,viernes,Gran,Hotel:,Parte,9,,,,,,,,,,,,,,,,,,,
22/06/2018,2018,Gran Hotel: Parte 8,Película,viernes,Gran,Hotel:,Parte,8,,,,,,,,,,,,,,,,,,,
22/06/2018,2018,Gran Hotel: Parte 7,Película,viernes,Gran,Hotel:,Parte,7,,,,,,,,,,,,,,,,,,,
22/06/2018,2018,Gran Hotel: Parte 6,Película,viernes,Gran,Hotel:,Parte,6,,,,,,,,,,,,,,,,,,,
22/06/2018,2018,Gran Hotel: Parte 5,Película,viernes,Gran,Hotel:,Parte,5,,,,,,,,,,,,,,,,,,,
22/06/2018,2018,Gran Hotel: Parte 4,Película,viernes,Gran,Hotel:,Parte,4,,,,,,,,,,,,,,,,,,,
21/06/2018,2018,Gran Hotel: Parte 3,Película,jueves,Gran,Hotel:,Parte,3,,,,,,,,,,,,,,,,,,,
21/06/2018,2018,Gran Hotel: Parte 2,Película,jueves,Gran,Hotel:,Parte,2,,,,,,,,,,,,,,,,,,,
21/06/2018,2018,The Staircase: Miniserie: Una coincidencia sorprendente,Serie,jueves,The,Staircase:,Miniserie:,Una,coincidencia,sorprendente,,,,,,,,,,,,,,,,,
21/06/2018,2018,The Staircase: Miniserie: Secretos y mentiras,Serie,jueves,The,Staircase:,Miniserie:,Secretos,y,mentiras,,,,,,,,,,,,,,,,,
20/06/2018,2018,The Staircase: Miniserie: ¿Crimen o accidente?,Serie,miércoles,The,Staircase:,Miniserie:,¿Crimen,o,accidente?,,,,,,,,,,,,,,,,,
19/06/2018,2018,Una pareja más tonta,Película,martes,Una,pareja,más,tonta,,,,,,,,,,,,,,,,,,,
18/06/2018,2018,Buscando a Nemo,Película,lunes,Buscando,a,Nemo,,,,,,,,,,,,,,,,,,,,
17/06/2018,2018,Siempre a tu lado,Película,domingo,Siempre,a,tu,lado,,,,,,,,,,,,,,,,,,,
17/06/2018,2018,Cuba libre: Miniserie: Rompiendo las cadenas,Serie,domingo,Cuba,libre:,Miniserie:,Rompiendo,las,cadenas,,,,,,,,,,,,,,,,,
14/06/2018,2018,Champions: Creo que lo toleraré,Película,jueves,Champions:,Creo,que,lo,toleraré,,,,,,,,,,,,,,,,,,
14/06/2018,2018,Champions: Michael,Película,jueves,Champions:,Michael,,,,,,,,,,,,,,,,,,,,,
14/06/2018,2018,Unbreakable Kimmy Schmidt: Temporada 3: ¡Kimmy tiene a “Beyoncé” en casa!,Serie,jueves,Unbreakable,Kimmy,Schmidt:,Temporada,3:,¡Kimmy,tiene,a,“Beyoncé”,en,casa!,,,,,,,,,,,,
14/06/2018,2018,Unbreakable Kimmy Schmidt: Temporada 3: ¡¿Kimmy se divorcia?!,Serie,jueves,Unbreakable,Kimmy,Schmidt:,Temporada,3:,¡¿Kimmy,se,divorcia?!,,,,,,,,,,,,,,,
13/06/2018,2018,Queen of the South: Temporada 1: Estrategia de entrada,Serie,miércoles,Queen,of,the,South:,Temporada,1:,Estrategia,de,entrada,,,,,,,,,,,,,,
13/06/2018,2018,Queen of the South: Temporada 1: Cuarenta minutos,Serie,miércoles,Queen,of,the,South:,Temporada,1:,Cuarenta,minutos,,,,,,,,,,,,,,,
12/06/2018,2018,Queen of the South: Temporada 1: Piloto,Serie,martes,Queen,of,the,South:,Temporada,1:,Piloto,,,,,,,,,,,,,,,,
10/06/2018,2018,Rick y Morty: Temporada 2: Morty escapa en la noche,Serie,domingo,Rick,y,Morty:,Temporada,2:,Morty,escapa,en,la,noche,,,,,,,,,,,,,
09/06/2018,2018,Joshua: Adolescente vs. Superpotencia,Película,sábado,Joshua:,Adolescente,vs.,Superpotencia,,,,,,,,,,,,,,,,,,,
09/06/2018,2018,Castillo de arena,Película,sábado,Castillo,de,arena,,,,,,,,,,,,,,,,,,,,
31/05/2018,2018,Arrested Development: Temporada 1: Piloto,Serie,jueves,Arrested,Development:,Temporada,1:,Piloto,,,,,,,,,,,,,,,,,,
28/05/2018,2018,La casa de papel: Parte 2: Episodio 9,Serie,lunes,La,casa,de,papel:,Parte,2:,Episodio,9,,,,,,,,,,,,,,,
28/05/2018,2018,La casa de papel: Parte 2: Episodio 7,Serie,lunes,La,casa,de,papel:,Parte,2:,Episodio,7,,,,,,,,,,,,,,,
27/05/2018,2018,La niebla: Abstinencia,Película,domingo,La,niebla:,Abstinencia,,,,,,,,,,,,,,,,,,,,
27/05/2018,2018,La niebla: Piloto,Película,domingo,La,niebla:,Piloto,,,,,,,,,,,,,,,,,,,,
27/05/2018,2018,La niebla: Pequod,Película,domingo,La,niebla:,Pequod,,,,,,,,,,,,,,,,,,,,
27/05/2018,2018,Los olvidados,Película,domingo,Los,olvidados,,,,,,,,,,,,,,,,,,,,,
25/05/2018,2018,La casa de papel: Parte 2: Episodio 6,Serie,viernes,La,casa,de,papel:,Parte,2:,Episodio,6,,,,,,,,,,,,,,,
23/05/2018,2018,Perdidos en el espacio: Temporada 1: Presurización,Serie,miércoles,Perdidos,en,el,espacio:,Temporada,1:,Presurización,,,,,,,,,,,,,,,,
23/05/2018,2018,Perdidos en el espacio: Temporada 1: Panegírico,Serie,miércoles,Perdidos,en,el,espacio:,Temporada,1:,Panegírico,,,,,,,,,,,,,,,,
23/05/2018,2018,13 Reasons Why: Más allá de las razones: Temporada 2: Más allá de las razones: Temporada 2,Serie,miércoles,13,Reasons,Why:,Más,allá,de,las,razones:,Temporada,2:,Más,allá,de,las,razones:,Temporada,2,,,,,,
21/05/2018,2018,El cielo sí existe,Película,lunes,El,cielo,sí,existe,,,,,,,,,,,,,,,,,,,
21/05/2018,2018,Dios no está muerto 2,Película,lunes,Dios,no,está,muerto,2,,,,,,,,,,,,,,,,,,
20/05/2018,2018,The Rain: Temporada 1: Tengan fe,Serie,domingo,The,Rain:,Temporada,1:,Tengan,fe,,,,,,,,,,,,,,,,,
20/05/2018,2018,The Rain: Temporada 1: No confíen en nadie,Serie,domingo,The,Rain:,Temporada,1:,No,confíen,en,nadie,,,,,,,,,,,,,,,
20/05/2018,2018,Sonic Boom: Gigante durmiente,Película,domingo,Sonic,Boom:,Gigante,durmiente,,,,,,,,,,,,,,,,,,,
20/05/2018,2018,Sonic Boom: Traduce esto,Película,domingo,Sonic,Boom:,Traduce,esto,,,,,,,,,,,,,,,,,,,
20/05/2018,2018,Sonic Boom: Azul de envidia,Película,domingo,Sonic,Boom:,Azul,de,envidia,,,,,,,,,,,,,,,,,,
20/05/2018,2018,Sonic Boom: La maldición del templo Compa Compa,Película,domingo,Sonic,Boom:,La,maldición,del,templo,Compa,Compa,,,,,,,,,,,,,,,
20/05/2018,2018,Sonic Boom: Un Knuckles sin suerte,Película,domingo,Sonic,Boom:,Un,Knuckles,sin,suerte,,,,,,,,,,,,,,,,,
16/05/2018,2018,The Rain: Temporada 1: Eviten la ciudad,Serie,miércoles,The,Rain:,Temporada,1:,Eviten,la,ciudad,,,,,,,,,,,,,,,,
16/05/2018,2018,The Rain: Temporada 1: Quédense juntos,Serie,miércoles,The,Rain:,Temporada,1:,Quédense,juntos,,,,,,,,,,,,,,,,,
15/05/2018,2018,The Rain: Temporada 1: No salgan,Serie,martes,The,Rain:,Temporada,1:,No,salgan,,,,,,,,,,,,,,,,,
15/05/2018,2018,Dear White People: Volumen 1: Capítulo VI,Serie,martes,Dear,White,People:,Volumen,1:,Capítulo,VI,,,,,,,,,,,,,,,,
15/05/2018,2018,72 animales peligrosos: América Latina: Miniserie: Peligro en la jungla,Serie,martes,72,animales,peligrosos:,América,Latina:,Miniserie:,Peligro,en,la,jungla,,,,,,,,,,,,,
12/05/2018,2018,Safe: Episodio 8,Serie,sábado,Safe:,Episodio,8,,,,,,,,,,,,,,,,,,,,
11/05/2018,2018,Safe: Episodio 7,Serie,viernes,Safe:,Episodio,7,,,,,,,,,,,,,,,,,,,,
11/05/2018,2018,Safe: Episodio 6,Serie,viernes,Safe:,Episodio,6,,,,,,,,,,,,,,,,,,,,
11/05/2018,2018,Safe: Episodio 5,Serie,viernes,Safe:,Episodio,5,,,,,,,,,,,,,,,,,,,,
11/05/2018,2018,Safe: Episodio 4,Serie,viernes,Safe:,Episodio,4,,,,,,,,,,,,,,,,,,,,
11/05/2018,2018,Safe: Episodio 3,Serie,viernes,Safe:,Episodio,3,,,,,,,,,,,,,,,,,,,,
11/05/2018,2018,Safe: Episodio 2,Serie,viernes,Safe:,Episodio,2,,,,,,,,,,,,,,,,,,,,
08/05/2018,2018,El rescate,Película,martes,El,rescate,,,,,,,,,,,,,,,,,,,,,
07/05/2018,2018,Black Mirror: Temporada 1: Quince millones de méritos,Serie,lunes,Black,Mirror:,Temporada,1:,Quince,millones,de,méritos,,,,,,,,,,,,,,,
07/05/2018,2018,Black Mirror: Temporada 1: El himno nacional,Serie,lunes,Black,Mirror:,Temporada,1:,El,himno,nacional,,,,,,,,,,,,,,,,
06/05/2018,2018,Rick y Morty: Temporada 2: Rupturas en el tiempo,Serie,domingo,Rick,y,Morty:,Temporada,2:,Rupturas,en,el,tiempo,,,,,,,,,,,,,,
06/05/2018,2018,Rick y Morty: Temporada 1: Es hora de la fiesta,Serie,domingo,Rick,y,Morty:,Temporada,1:,Es,hora,de,la,fiesta,,,,,,,,,,,,,
06/05/2018,2018,Rick y Morty: Temporada 1: Encuentros cercanos a lo Rick,Serie,domingo,Rick,y,Morty:,Temporada,1:,Encuentros,cercanos,a,lo,Rick,,,,,,,,,,,,,
06/05/2018,2018,Rick y Morty: Temporada 1: Cosas necesarias,Serie,domingo,Rick,y,Morty:,Temporada,1:,Cosas,necesarias,,,,,,,,,,,,,,,,
06/05/2018,2018,Velvet Colección: Nuevos horizontes,Película,domingo,Velvet,Colección:,Nuevos,horizontes,,,,,,,,,,,,,,,,,,,
05/05/2018,2018,Rick y Morty: Temporada 1: Televisión interdimensional,Serie,sábado,Rick,y,Morty:,Temporada,1:,Televisión,interdimensional,,,,,,,,,,,,,,,,
05/05/2018,2018,Rick y Morty: Temporada 1: Criando un Gazorpazorp,Serie,sábado,Rick,y,Morty:,Temporada,1:,Criando,un,Gazorpazorp,,,,,,,,,,,,,,,
05/05/2018,2018,Rick y Morty: Temporada 1: La poción de Rick,Serie,sábado,Rick,y,Morty:,Temporada,1:,La,poción,de,Rick,,,,,,,,,,,,,,
05/05/2018,2018,Rick y Morty: Temporada 1: Meeseeks destructores,Serie,sábado,Rick,y,Morty:,Temporada,1:,Meeseeks,destructores,,,,,,,,,,,,,,,,
05/05/2018,2018,Rick y Morty: Temporada 1: La simulación alienígena,Serie,sábado,Rick,y,Morty:,Temporada,1:,La,simulación,alienígena,,,,,,,,,,,,,,,
05/05/2018,2018,Rick y Morty: Temporada 1: Parque anatómico,Serie,sábado,Rick,y,Morty:,Temporada,1:,Parque,anatómico,,,,,,,,,,,,,,,,
05/05/2018,2018,Rick y Morty: Temporada 1: Invasión canina,Serie,sábado,Rick,y,Morty:,Temporada,1:,Invasión,canina,,,,,,,,,,,,,,,,
05/05/2018,2018,Los Simpsons - La película,Película,sábado,Los,Simpsons,-,La,película,,,,,,,,,,,,,,,,,,
05/05/2018,2018,Llámame Francisco: El corazón que escucha,Película,sábado,Llámame,Francisco:,El,corazón,que,escucha,,,,,,,,,,,,,,,,,
04/05/2018,2018,Llámame Francisco: Nudos,Película,viernes,Llámame,Francisco:,Nudos,,,,,,,,,,,,,,,,,,,,
04/05/2018,2018,The Standups: Temporada 2: Kyle Kinane,Serie,viernes,The,Standups:,Temporada,2:,Kyle,Kinane,,,,,,,,,,,,,,,,,
04/05/2018,2018,The Standups: Temporada 2: Gina Yashere,Serie,viernes,The,Standups:,Temporada,2:,Gina,Yashere,,,,,,,,,,,,,,,,,
04/05/2018,2018,The Standups: Temporada 2: Joe List,Serie,viernes,The,Standups:,Temporada,2:,Joe,List,,,,,,,,,,,,,,,,,
04/05/2018,2018,Las chicas del cable: Temporada 1: Capítulo 6: La familia,Serie,viernes,Las,chicas,del,cable:,Temporada,1:,Capítulo,6:,La,familia,,,,,,,,,,,,,
04/05/2018,2018,Las chicas del cable: Temporada 1: Capítulo 5: El pasado,Serie,viernes,Las,chicas,del,cable:,Temporada,1:,Capítulo,5:,El,pasado,,,,,,,,,,,,,
03/05/2018,2018,Happy!: San Nick,Película,jueves,Happy!:,San,Nick,,,,,,,,,,,,,,,,,,,,
01/05/2018,2018,Day of the Dead: Bloodline,Película,martes,Day,of,the,Dead:,Bloodline,,,,,,,,,,,,,,,,,,
01/05/2018,2018,Creep,Película,martes,Creep,,,,,,,,,,,,,,,,,,,,,,
30/04/2018,2018,El reino de los monos,Película,lunes,El,reino,de,los,monos,,,,,,,,,,,,,,,,,,
30/04/2018,2018,Everything Sucks!: A veces oigo mi voz,Película,lunes,Everything,Sucks!:,A,veces,oigo,mi,voz,,,,,,,,,,,,,,,,
30/04/2018,2018,Everything Sucks!: ¿Qué diablos es una zarginda?,Película,lunes,Everything,Sucks!:,¿Qué,diablos,es,una,zarginda?,,,,,,,,,,,,,,,,
30/04/2018,2018,Everything Sucks!: Romeo y Julieta en el espacio,Película,lunes,Everything,Sucks!:,Romeo,y,Julieta,en,el,espacio,,,,,,,,,,,,,,,
30/04/2018,2018,Everything Sucks!: Todo eso y mucho más,Película,lunes,Everything,Sucks!:,Todo,eso,y,mucho,más,,,,,,,,,,,,,,,,
30/04/2018,2018,Come Sunday,Película,lunes,Come,Sunday,,,,,,,,,,,,,,,,,,,,,
30/04/2018,2018,Más allá de los sueños,Película,lunes,Más,allá,de,los,sueños,,,,,,,,,,,,,,,,,,
30/04/2018,2018,Everything Sucks!: Quizá tú me salves,Película,lunes,Everything,Sucks!:,Quizá,tú,me,salves,,,,,,,,,,,,,,,,,
30/04/2018,2018,Lockup: Chain Linked: Condado de sufrimiento,Película,lunes,Lockup:,Chain,Linked:,Condado,de,sufrimiento,,,,,,,,,,,,,,,,,
30/04/2018,2018,Zapatero a tus zapatos,Película,lunes,Zapatero,a,tus,zapatos,,,,,,,,,,,,,,,,,,,
30/04/2018,2018,Everything Sucks!: Plutonio,Película,lunes,Everything,Sucks!:,Plutonio,,,,,,,,,,,,,,,,,,,,
28/04/2018,2018,El club de los incomprendidos,Película,sábado,El,club,de,los,incomprendidos,,,,,,,,,,,,,,,,,,
28/04/2018,2018,"Llámame Francisco: Ni muerto, ni vivo",Película,sábado,Llámame,Francisco:,Ni,"muerto,",ni,vivo,,,,,,,,,,,,,,,,,
28/04/2018,2018,Llámame Francisco: El jesuita,Película,sábado,Llámame,Francisco:,El,jesuita,,,,,,,,,,,,,,,,,,,
28/04/2018,2018,3 %: Temporada 1: Capítulo 1: Cubos,Serie,sábado,3,%:,Temporada,1:,Capítulo,1:,Cubos,,,,,,,,,,,,,,,,
27/04/2018,2018,Psychokinesis,Película,viernes,Psychokinesis,,,,,,,,,,,,,,,,,,,,,,
25/04/2018,2018,Mentes maestras,Película,miércoles,Mentes,maestras,,,,,,,,,,,,,,,,,,,,,
25/04/2018,2018,Hijos de las Estrellas: Secretos del Sol,Película,miércoles,Hijos,de,las,Estrellas:,Secretos,del,Sol,,,,,,,,,,,,,,,,
25/04/2018,2018,Novato,Película,miércoles,Novato,,,,,,,,,,,,,,,,,,,,,,
23/04/2018,2018,XX,Película,lunes,XX,,,,,,,,,,,,,,,,,,,,,,
23/04/2018,2018,Tortugas Ninja,Película,lunes,Tortugas,Ninja,,,,,,,,,,,,,,,,,,,,,
22/04/2018,2018,Rugrats en París: La película,Película,domingo,Rugrats,en,París:,La,película,,,,,,,,,,,,,,,,,,
21/04/2018,2018,El sacrificio,Película,sábado,El,sacrificio,,,,,,,,,,,,,,,,,,,,,
21/04/2018,2018,Perdidos en el espacio: Temporada 1: Resurrección,Serie,sábado,Perdidos,en,el,espacio:,Temporada,1:,Resurrección,,,,,,,,,,,,,,,,
20/04/2018,2018,Y nadie más que tú,Película,viernes,Y,nadie,más,que,tú,,,,,,,,,,,,,,,,,,
20/04/2018,2018,Si te casas... te mato,Película,viernes,Si,te,casas...,te,mato,,,,,,,,,,,,,,,,,,
20/04/2018,2018,Los caballeros no tienen memoria,Película,viernes,Los,caballeros,no,tienen,memoria,,,,,,,,,,,,,,,,,,
19/04/2018,2018,The Walking Dead: Temporada 6: Último día en la Tierra,Serie,jueves,The,Walking,Dead:,Temporada,6:,Último,día,en,la,Tierra,,,,,,,,,,,,,
19/04/2018,2018,Las chicas del cable: Temporada 1: Capítulo 4: Los sentimientos,Serie,jueves,Las,chicas,del,cable:,Temporada,1:,Capítulo,4:,Los,sentimientos,,,,,,,,,,,,,
19/04/2018,2018,Las chicas del cable: Temporada 1: Capítulo 3: Las mentiras,Serie,jueves,Las,chicas,del,cable:,Temporada,1:,Capítulo,3:,Las,mentiras,,,,,,,,,,,,,
18/04/2018,2018,Santa Clarita Diet: Temporada 2: Corazón sin dueño,Serie,miércoles,Santa,Clarita,Diet:,Temporada,2:,Corazón,sin,dueño,,,,,,,,,,,,,,,
18/04/2018,2018,Santa Clarita Diet: Temporada 2: Pasión,Serie,miércoles,Santa,Clarita,Diet:,Temporada,2:,Pasión,,,,,,,,,,,,,,,,,
18/04/2018,2018,Santa Clarita Diet: Temporada 2: Todo sale como lo planeamos,Serie,miércoles,Santa,Clarita,Diet:,Temporada,2:,Todo,sale,como,lo,planeamos,,,,,,,,,,,,,
17/04/2018,2018,EL COLOR DEL CRIMEN,Película,martes,EL,COLOR,DEL,CRIMEN,,,,,,,,,,,,,,,,,,,
16/04/2018,2018,La Biblia: La épica miniserie: Valor,Serie,lunes,La,Biblia:,La,épica,miniserie:,Valor,,,,,,,,,,,,,,,,,
16/04/2018,2018,La Biblia: La épica miniserie: Pasión,Serie,lunes,La,Biblia:,La,épica,miniserie:,Pasión,,,,,,,,,,,,,,,,,
16/04/2018,2018,La Biblia: La épica miniserie: Traición,Serie,lunes,La,Biblia:,La,épica,miniserie:,Traición,,,,,,,,,,,,,,,,,
16/04/2018,2018,Pickpockets,Película,lunes,Pickpockets,,,,,,,,,,,,,,,,,,,,,,
14/04/2018,2018,El Chapo: Temporada 2: Episodio 12,Serie,sábado,El,Chapo:,Temporada,2:,Episodio,12,,,,,,,,,,,,,,,,,
14/04/2018,2018,El Chapo: Temporada 2: Episodio 11,Serie,sábado,El,Chapo:,Temporada,2:,Episodio,11,,,,,,,,,,,,,,,,,
14/04/2018,2018,La Biblia: La épica miniserie: Misión,Serie,sábado,La,Biblia:,La,épica,miniserie:,Misión,,,,,,,,,,,,,,,,,
14/04/2018,2018,La Biblia: La épica miniserie: Esperanza,Serie,sábado,La,Biblia:,La,épica,miniserie:,Esperanza,,,,,,,,,,,,,,,,,
14/04/2018,2018,El guardián invisible,Película,sábado,El,guardián,invisible,,,,,,,,,,,,,,,,,,,,
14/04/2018,2018,Desde mi cielo,Película,sábado,Desde,mi,cielo,,,,,,,,,,,,,,,,,,,,
12/04/2018,2018,La Biblia: La épica miniserie: Supervivencia,Serie,jueves,La,Biblia:,La,épica,miniserie:,Supervivencia,,,,,,,,,,,,,,,,,
12/04/2018,2018,Un jefe en pañales: De vuelta a los negocios: Temporada 1: Scooter Buskie,Serie,jueves,Un,jefe,en,pañales:,De,vuelta,a,los,negocios:,Temporada,1:,Scooter,Buskie,,,,,,,,,,
12/04/2018,2018,Project Runway: Temporada 7: Regreso a Nueva York,Serie,jueves,Project,Runway:,Temporada,7:,Regreso,a,Nueva,York,,,,,,,,,,,,,,,
12/04/2018,2018,La Biblia: La épica miniserie: Reino,Serie,jueves,La,Biblia:,La,épica,miniserie:,Reino,,,,,,,,,,,,,,,,,
11/04/2018,2018,La Biblia: La épica miniserie: La tierra prometida,Serie,miércoles,La,Biblia:,La,épica,miniserie:,La,tierra,prometida,,,,,,,,,,,,,,,
11/04/2018,2018,La Biblia: La épica miniserie: Éxodo,Serie,miércoles,La,Biblia:,La,épica,miniserie:,Éxodo,,,,,,,,,,,,,,,,,
11/04/2018,2018,La Biblia: La épica miniserie: En el principio,Serie,miércoles,La,Biblia:,La,épica,miniserie:,En,el,principio,,,,,,,,,,,,,,,
10/04/2018,2018,El libro de los secretos,Película,martes,El,libro,de,los,secretos,,,,,,,,,,,,,,,,,,
07/04/2018,2018,Hitler's Circle of Evil: Crisis,Película,sábado,Hitler's,Circle,of,Evil:,Crisis,,,,,,,,,,,,,,,,,,
07/04/2018,2018,Hitler's Circle of Evil: El comienzo del fin,Película,sábado,Hitler's,Circle,of,Evil:,El,comienzo,del,fin,,,,,,,,,,,,,,,
07/04/2018,2018,Hitler's Circle of Evil: El auge de los sicofantes,Película,sábado,Hitler's,Circle,of,Evil:,El,auge,de,los,sicofantes,,,,,,,,,,,,,,
07/04/2018,2018,Capo El amo del túnel: Parte 1,Película,sábado,Capo,El,amo,del,túnel:,Parte,1,,,,,,,,,,,,,,,,
07/04/2018,2018,Te Prometo Anarquia,Película,sábado,Te,Prometo,Anarquia,,,,,,,,,,,,,,,,,,,,
07/04/2018,2018,Steve Jobs,Película,sábado,Steve,Jobs,,,,,,,,,,,,,,,,,,,,,
07/04/2018,2018,Hitler's Circle of Evil: El ascenso y la caída de Reinhard Heydrich,Película,sábado,Hitler's,Circle,of,Evil:,El,ascenso,y,la,caída,de,Reinhard,Heydrich,,,,,,,,,,,
06/04/2018,2018,Hitler's Circle of Evil: La locura de Rudolf Hess,Película,viernes,Hitler's,Circle,of,Evil:,La,locura,de,Rudolf,Hess,,,,,,,,,,,,,,
06/04/2018,2018,Hitler's Circle of Evil: El Grupo de Berghof,Película,viernes,Hitler's,Circle,of,Evil:,El,Grupo,de,Berghof,,,,,,,,,,,,,,,
05/04/2018,2018,Hijo de Dios,Película,jueves,Hijo,de,Dios,,,,,,,,,,,,,,,,,,,,
05/04/2018,2018,Mi primera lucha,Película,jueves,Mi,primera,lucha,,,,,,,,,,,,,,,,,,,,
04/04/2018,2018,Hitler's Circle of Evil: El auge del antisemitismo,Película,miércoles,Hitler's,Circle,of,Evil:,El,auge,del,antisemitismo,,,,,,,,,,,,,,,
04/04/2018,2018,Hitler's Circle of Evil: La caída de Röhm,Película,miércoles,Hitler's,Circle,of,Evil:,La,caída,de,Röhm,,,,,,,,,,,,,,,
04/04/2018,2018,Hitler's Circle of Evil: Reagruparse,Película,miércoles,Hitler's,Circle,of,Evil:,Reagruparse,,,,,,,,,,,,,,,,,,
03/04/2018,2018,Hitler's Circle of Evil: Héroes e inadaptados,Película,martes,Hitler's,Circle,of,Evil:,Héroes,e,inadaptados,,,,,,,,,,,,,,,,
03/04/2018,2018,El mecanismo: Temporada 1: Halva,Serie,martes,El,mecanismo:,Temporada,1:,Halva,,,,,,,,,,,,,,,,,,
03/04/2018,2018,El mecanismo: Temporada 1: Lavado de autos,Serie,martes,El,mecanismo:,Temporada,1:,Lavado,de,autos,,,,,,,,,,,,,,,,
03/04/2018,2018,El mecanismo: Temporada 1: Juicio final,Serie,martes,El,mecanismo:,Temporada,1:,Juicio,final,,,,,,,,,,,,,,,,,
03/04/2018,2018,El mecanismo: Temporada 1: El último respiro,Serie,martes,El,mecanismo:,Temporada,1:,El,último,respiro,,,,,,,,,,,,,,,,
03/04/2018,2018,El mecanismo: Temporada 1: Lo sabían todo,Serie,martes,El,mecanismo:,Temporada,1:,Lo,sabían,todo,,,,,,,,,,,,,,,,
03/04/2018,2018,El mecanismo: Temporada 1: Ojos rojos,Serie,martes,El,mecanismo:,Temporada,1:,Ojos,rojos,,,,,,,,,,,,,,,,,
02/04/2018,2018,El mecanismo: Temporada 1: Pared falsa,Serie,lunes,El,mecanismo:,Temporada,1:,Pared,falsa,,,,,,,,,,,,,,,,,
02/04/2018,2018,El mecanismo: Temporada 1: Vienen vientos fríos del sur,Serie,lunes,El,mecanismo:,Temporada,1:,Vienen,vientos,fríos,del,sur,,,,,,,,,,,,,,
01/04/2018,2018,Nacidos para matar,Película,domingo,Nacidos,para,matar,,,,,,,,,,,,,,,,,,,,
01/04/2018,2018,Mi Gran Boda Griega 2,Película,domingo,Mi,Gran,Boda,Griega,2,,,,,,,,,,,,,,,,,,
31/03/2018,2018,The World's Most Extraordinary Homes: Montaña,Película,sábado,The,World's,Most,Extraordinary,Homes:,Montaña,,,,,,,,,,,,,,,,,
29/03/2018,2018,"I, Frankenstein",Película,jueves,"I,",Frankenstein,,,,,,,,,,,,,,,,,,,,,
27/03/2018,2018,Santa Clarita Diet: Temporada 2: La reina de Inglaterra,Serie,martes,Santa,Clarita,Diet:,Temporada,2:,La,reina,de,Inglaterra,,,,,,,,,,,,,,
27/03/2018,2018,Santa Clarita Diet: Temporada 2: Zona gris moral,Serie,martes,Santa,Clarita,Diet:,Temporada,2:,Zona,gris,moral,,,,,,,,,,,,,,,
27/03/2018,2018,Santa Clarita Diet: Temporada 2: Coyote en ropa deportiva,Serie,martes,Santa,Clarita,Diet:,Temporada,2:,Coyote,en,ropa,deportiva,,,,,,,,,,,,,,
26/03/2018,2018,El rey Arturo,Película,lunes,El,rey,Arturo,,,,,,,,,,,,,,,,,,,,
25/03/2018,2018,Santa Clarita Diet: Temporada 2: Ninguna familia es perfecta,Serie,domingo,Santa,Clarita,Diet:,Temporada,2:,Ninguna,familia,es,perfecta,,,,,,,,,,,,,,
25/03/2018,2018,Santa Clarita Diet: Temporada 1: ¿Un mono o un murciélago?,Serie,domingo,Santa,Clarita,Diet:,Temporada,1:,¿Un,mono,o,un,murciélago?,,,,,,,,,,,,,
24/03/2018,2018,Aniquilación,Película,sábado,Aniquilación,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,2018,Caminando entre las tumbas,Película,viernes,Caminando,entre,las,tumbas,,,,,,,,,,,,,,,,,,,
23/03/2018,2018,Ícaro,Película,viernes,Ícaro,,,,,,,,,,,,,,,,,,,,,,
23/03/2018,2018,La Reina del Sur: Temporada 1: Capítulo 3,Serie,viernes,La,Reina,del,Sur:,Temporada,1:,Capítulo,3,,,,,,,,,,,,,,,
23/03/2018,2018,La Reina del Sur: Temporada 1: Capítulo 2,Serie,viernes,La,Reina,del,Sur:,Temporada,1:,Capítulo,2,,,,,,,,,,,,,,,
23/03/2018,2018,La Reina del Sur: Temporada 1: Capítulo 1,Serie,viernes,La,Reina,del,Sur:,Temporada,1:,Capítulo,1,,,,,,,,,,,,,,,
23/03/2018,2018,Nailed It!: Temporada 1: Contemplen a su majestad,Serie,viernes,Nailed,It!:,Temporada,1:,Contemplen,a,su,majestad,,,,,,,,,,,,,,,
