Title,Date
"Punto ciego: El orden final será revelado","1/26/18"
"Punto ciego: A tu nueva casa de seguridad","1/26/18"
"Gravity Falls: Un verano de misterios: La mano que mece a Mabel","1/26/18"
"Blockbuster","1/25/18"
"Soy la cosa bella que vive en esta casa","1/25/18"
"Punto ciego: Ve primero a la carretera oeste","1/25/18"
"Punto ciego: Enfócate en el tiempo","1/25/18"
"Punto ciego: Iniciar la secuencia","1/24/18"
"Punto ciego: Casi en cada lugar que busques","1/24/18"
"Revenge: Absolución","1/23/18"
"Revenge: Justicia","1/22/18"
"Trolls: Vamos a festejar","1/21/18"
"El príncipe del rap: Noche de Brujas (Parte 2)","1/20/18"
"El príncipe del rap: Noche de Brujas (Parte 1)","1/20/18"
"El príncipe del rap: La sociedad de los poetas modernos","1/20/18"
"El príncipe del rap: Identidad equivocada","1/20/18"
"Punto ciego: Cualquier ladrón herido","1/19/18"
"Punto ciego: La llegada con arma","1/18/18"
"Punto ciego: Reglas del desafío","1/18/18"
"El príncipe del rap: Extraño a mi mejor amigo","1/18/18"
"El príncipe del rap: No se metan con mi cerdito","1/18/18"
"Punto ciego: Quédate donde estás","1/18/18"
"Revenge: Duda","1/18/18"
"Punto ciego: Los científicos buscan fortuna","1/17/18"
"El príncipe del rap: La conquistaré a mi modo","1/17/18"
"Punto ciego: Deteniendo al enemigo","1/17/18"
"Punto ciego: Instrumento casero maligno","1/17/18"
"Punto ciego: Coqueteo auténtico","1/17/18"
"¡¡¡Alvinnn!!! Y las ardillas: Osito parlante / Interés principal","1/17/18"
"El príncipe del rap: La clase de jazz","1/17/18"
"El príncipe del rap: ¡Alerta, el príncipe llegó!","1/17/18"
"Revenge: Escándalo","1/17/18"
"Justin Bieber: Never Say Never","1/17/18"
"El Che","1/16/18"
"Rita: Temporada 4: Deshielo repentino","1/16/18"
"Rita: Temporada 4: Eres lo que comes","1/16/18"
"Rita: Temporada 4: Pasado/Presente","1/16/18"
"Okja","1/16/18"
"Revenge: Caos","1/16/18"
"Californication: Piloto","1/15/18"
"Revenge: Percepción","1/15/18"
"Revenge: Compromiso","1/15/18"
"Revenge: Infamia","1/15/18"
"Revenge: Coacción","1/15/18"
"Revenge: Lealtad","1/15/18"
"Revenge: Sospechas","1/15/18"
"Jack Reacher: Bajo la mira","1/15/18"
"Revenge: El precio del poder","1/15/18"
"Hambre de poder","1/15/18"
"Revenge: Farsa","1/14/18"
"Punto ciego: Perseguir enviados","1/14/18"
"Revenge: Intriga","1/14/18"
"Punto ciego: De gira","1/14/18"
"Revenge: Culpa","1/14/18"
"Punto ciego: Cede tu alma","1/14/18"
"Revenge: Duplicidad","1/14/18"
"Punto ciego: Dividir la ley","1/14/18"
"Revenge: Traición","1/14/18"
"Revenge: Confianza","1/14/18"
"Punto ciego: Los huesos se pudrirán","1/14/18"
"Punto ciego: Ocho delgadas sonrisas","1/14/18"
"Punto ciego: Un grito perdido","1/14/18"
"Punto ciego: Piloto","1/14/18"
"Residente","1/13/18"
"Fiore","1/13/18"
"The End of the F***ing World: Temporada 1: Episodio 2","1/11/18"
"Super Dark Times","1/11/18"
"Glacé: Episodio 1","1/11/18"
"The End of the F***ing World: Temporada 1: Episodio 1","1/9/18"
"Guilt: Piloto","1/9/18"
"La Mantis: Episodio 1","1/8/18"
"La Mantis: Episodio 2","1/8/18"
"Crossing Lines: New Scars / Old Wounds: Parte 1","1/8/18"
"Crossing Lines: Desesperación y forajidos","1/8/18"
"Viajeros: Temporada 1: Protocolo 6","1/8/18"
"Crossing Lines: Los animales","1/7/18"
"The Walking Dead: Temporada 6: Este","1/7/18"
"Crossing Lines: Special Ops: Parte 2","1/7/18"
"Crossing Lines: Special Ops: Parte 1","1/6/18"
"Crossing Lines: Depredadores de larga distancia","1/6/18"
"The Walking Dead: Temporada 6: Dos veces más lejos","1/6/18"
"The Walking Dead: Temporada 6: Del mismo lado","1/6/18"
"Crossing Lines: La expiración","1/6/18"
"Crossing Lines: Pilot: Parte 2","1/6/18"
"The Walking Dead: Temporada 6: Aún no es mañana","1/5/18"
"The Walking Dead: Temporada 6: Nudos desatados","1/5/18"
"The Walking Dead: Temporada 6: El próximo mundo","1/5/18"
"Crossing Lines: Pilot: Parte 1","1/4/18"
"The Walking Dead: Temporada 6: Sin salida","1/4/18"
"The Walking Dead: Temporada 6: De principio a fin","1/4/18"
"Revenge: Piloto","1/3/18"
"Hipersomnia","1/2/18"
"Verónica","1/2/18"
"The Indian Detective: Episodio 1","1/1/18"
"Lucifer: Temporada 1: Regrésame al Infierno","1/1/18"
"Lucifer: Temporada 1: #EquipoLucifer","1/1/18"
"Lucifer: Temporada 1: San Lucifer","1/1/18"
"Marcella: Temporada 1: Episodio 7","12/31/17"
"Marcella: Temporada 1: Episodio 6","12/31/17"
"Marcella: Temporada 1: Episodio 5","12/31/17"
"Marcella: Temporada 1: Episodio 4","12/31/17"
"Marcella: Temporada 1: Episodio 3","12/31/17"
"Marcella: Temporada 1: Episodio 2","12/30/17"
"Gravity Falls: Un verano de misterios: Los cazadores de cabezas","12/27/17"
"Gravity Falls: Un verano de misterios: La leyenda del monstruo del lago","12/26/17"
"Gravity Falls: Un verano de misterios: Turista atrapado","12/26/17"
"Lucifer: Temporada 1: Papi","12/26/17"
"Lucifer: Temporada 1: Un padre entra a un bar","12/26/17"
"Lucifer: Temporada 1: ¿Et tu, doctor?","12/26/17"
"She's Gotta Have It: Temporada 1: #DaJumpoff (DOCTRINA)","12/23/17"
"Wallander: Sidetracked","12/11/17"
"Lucifer: Temporada 1: Compañero alado","12/10/17"
"Lucifer: Temporada 1: Hijo favorito","12/10/17"
"Temple","12/10/17"
"Oculta obsesión","12/8/17"
"Lucifer: Temporada 1: Lindos zapatos","12/6/17"
"Lucifer: Temporada 1: Cosas de hombres","12/6/17"
"End Day","12/3/17"
"Dear White People: Volumen 1: Capítulo V","12/2/17"
"Dear White People: Volumen 1: Capítulo IV","12/2/17"
"Dear White People: Volumen 1: Capítulo III","12/1/17"
"Dear White People: Volumen 1: Capítulo II","12/1/17"
"Dear White People: Volumen 1: Capítulo I","12/1/17"
"Querida gente blanca","12/1/17"
"Grand Designs: Temporada 11: Tiverton","12/1/17"
"12 monos: Atari","12/1/17"
"Grand Designs: Temporada 11: York","12/1/17"
"Grand Designs: Temporada 11: El norte de Londres","12/1/17"
"Grand Designs: Temporada 11: Yorkshire del Sur","12/1/17"
"Mars: Nuevo mundo","12/1/17"
"12 monos: El complejo de Cassandra","11/30/17"
"12 monos: Desajuste mental","11/29/17"
"12 monos: Los Cayos","11/29/17"
"12 monos: Bosque de sangre","11/29/17"
"12 monos: El cuarto oscuro","11/29/17"
"Orphan Black: Temporada 2: Naturaleza reprimida y excitada","11/28/17"
"12 monos: Fragmentación","11/27/17"
"Tú me entiendes","11/27/17"
"The Investigator: A British Crime Story: Episodio 2","11/27/17"
"The Following: Temporada 2: Asunto familiar","11/25/17"
"The Following: Temporada 2: Confía en mí","11/24/17"
"Conociendo a Ray","11/21/17"
"The Investigator: A British Crime Story: Episodio 1","11/21/17"
"The Following: Temporada 2: Para Joe","11/20/17"
"Wanted: Corre, Lola, corre","11/20/17"
"The Following: Temporada 2: Resurrección","11/19/17"
"Contaminados","11/19/17"
"Dos tipos peligrosos","11/19/17"
"The Following: Capítulo final","11/17/17"
"The Following: El fin está cerca","11/17/17"
"The Following: Havenport","11/15/17"
"Los Meyerowitz: La familia no se elige (Historias nuevas y selectas)","11/15/17"
"The Following: La maldición","11/15/17"
"Paranoid: Episodio 8","11/15/17"
"The Following: Azotes y arrepentimiento","11/15/17"
"The Following: Culpa","11/14/17"
"The Following: El amor duele","11/14/17"
"The Following: Hogar dulce hogar","11/13/17"
"SIN BUENAS INTENCIONES","11/12/17"
"Lucifer: Temporada 1: Piloto","11/11/17"
"The Sinner: Temporada 1: Cora: Parte VIII","11/11/17"
"The Sinner: Temporada 1: Cora: Parte VII","11/10/17"
"The Sinner: Temporada 1: Cora: Parte VI","11/10/17"
"The Sinner: Temporada 1: Cora: Parte V","11/10/17"
"The Sinner: Temporada 1: Cora: Parte IV","11/9/17"
"The Following: Déjame ir","11/7/17"
"The Following: La caída","11/7/17"
"The Following: El sitio","11/7/17"
"The Following: El fuego del poeta","11/7/17"
"The Following: Loco amor","11/7/17"
"The Following: Capítulo dos","11/6/17"
"The Following: Piloto","11/6/17"
"Jack Whitehall: Travels with My Father: Temporada 1: Episodio 4","11/5/17"
"Jack Whitehall: Travels with My Father: Temporada 1: Episodio 3","11/5/17"
"Jack Whitehall: Travels with My Father: Temporada 1: Episodio 2","11/5/17"
"Alias Grace: Miniserie: Parte 1","11/4/17"
"Money","11/4/17"
"Jack Whitehall: Travels with My Father: Temporada 1: Episodio 1","11/4/17"
"Contratiempo","11/4/17"
"Loving Ibiza: Series: Episodio 1","11/2/17"
"Bailarina","11/2/17"
"Invadiendo el mundo","11/2/17"
"Zeitgeist Addendum","11/2/17"
"Cuando conocí al Chapo: Las consecuencias","11/2/17"
"Handsome Devil","11/2/17"
"Boys","11/2/17"
"Cuando conocí al Chapo: Cara a cara","11/1/17"
"Paranoid: Episodio 7","11/1/17"
"Marseille: Temporada 1: 20 años","11/1/17"
"Paranoid: Episodio 6","11/1/17"
"Paranoid: Episodio 5","10/31/17"
"Paranoid: Episodio 4","10/31/17"
"Paranoid: Episodio 3","10/29/17"
"Paranoid: Episodio 2","10/29/17"
"Paranoid: Episodio 1","10/29/17"
"Criminal Minds: Temporada 10: Si el zapato te queda","10/29/17"
"Criminal Minds: Temporada 10: Encerrado","10/29/17"
"Criminal Minds: Temporada 10: El picor","10/29/17"
"Criminal Minds: Temporada 10: Mil soles","10/29/17"
"Joan Didion: El centro cede","10/28/17"
"Criminal Minds: Temporada 10: La quemadura","10/28/17"
"Criminal Minds: Temporada 10: X","10/28/17"
"The Good Place: Temporada 2: ¡Todo marcha genial!","10/27/17"
"The Good Place: Temporada 1: La maniobra de Michael","10/27/17"
"The Good Place: Temporada 1: Mindy St. Claire","10/27/17"
"The Good Place: Temporada 1: Cuál es mi motivación","10/27/17"
"The Good Place: Temporada 1: La decisión de Chidi","10/26/17"
"Haters Back Off: Temporada 2: Broadway o perozz","10/26/17"
"Haters Back Off: Temporada 2: Mi parke temático","10/26/17"
"The Good Place: Temporada 1: ...con alguien como yo como miembro","10/26/17"
"The Good Place: Temporada 1: El mayor progreso del año","10/25/17"
"The Good Place: Temporada 1: El chillido eterno","10/25/17"
"The Good Place: Temporada 1: Lo que nos debemos los unos a los otros","10/25/17"
"The Good Place: Temporada 1: Emergencia de crisis apocalíptica categoría 55","10/25/17"
"The Good Place: Temporada 1: Jason Mendoza","10/25/17"
"Haters Back Off: Temporada 2: Hazziendo las noticias","10/25/17"
"Haters Back Off: Temporada 2: Mi primer adioz","10/25/17"
"The Good Place: Temporada 1: Tahani Al-Jamil","10/25/17"
"Wanted: Chelsea y Lola","10/24/17"
"The Good Place: Temporada 1: Volando","10/24/17"
"The Good Place: Temporada 1: Todo está bien","10/24/17"
"Haters Back Off: Temporada 2: Modelooo en el hospital","10/24/17"
"MINDHUNTER: Temporada 1: Episodio 9","10/24/17"
"Haters Back Off: Temporada 2: A exponer al impostr","10/24/17"
"Haters Back Off: Temporada 2: Hora de ser condonsada x el comercial","10/23/17"
"Haters Back Off: Temporada 2: Voy a seeer una leyenda","10/23/17"
"MINDHUNTER: Temporada 1: Episodio 8","10/21/17"
"MINDHUNTER: Temporada 1: Episodio 7","10/21/17"
"Hermosas criaturas","10/21/17"
"MINDHUNTER: Temporada 1: Episodio 10","10/21/17"
"La última canción","10/21/17"
"6 años","10/21/17"
"MINDHUNTER: Temporada 1: Episodio 3","10/20/17"
"MINDHUNTER: Temporada 1: Episodio 6","10/19/17"
"MINDHUNTER: Temporada 1: Episodio 5","10/18/17"
"Patrulla de cachorros: Temporada 1: Una Gatástrofe / Los cachorros salvan el tren","10/18/17"
"Patrulla de cachorros: Temporada 1: Salvemos a las tortugas / Un enorme bebé","10/18/17"
"Patrulla de cachorros: Temporada 1: Un rescate muy mojado / El festival de otoño","10/18/17"
"MINDHUNTER: Temporada 1: Episodio 4","10/16/17"
"MINDHUNTER: Temporada 1: Episodio 2","10/16/17"
"MINDHUNTER: Temporada 1: Episodio 1","10/14/17"
"How to Get Away With Murder: Maldito guacamole","10/13/17"
"How to Get Away With Murder: No somos amigos","10/13/17"
"How to Get Away With Murder: Vamos a llegar a sacar con la pala","10/13/17"
"How to Get Away With Murder: Sonreír o ir a la cárcel","10/13/17"
"How to Get Away With Murder: Es todo culpa de ella","10/13/17"
"Tú, yo y ella: Cigarrillos y aros de cebolla","10/12/17"
"Monsters University","10/10/17"
"Grace and Frankie: Temporada 2: El deseo","10/10/17"
"Mar de plástico: Las primeras 48 horas","10/10/17"
"Billions: Piloto","10/10/17"
"Designated Survivor: Temporada 2: Un año","10/9/17"
"Designated Survivor: Temporada 1: Prepárate para el impacto","10/9/17"
"Designated Survivor: Temporada 1: Bombazo","10/9/17"
"La muerte y la vida de Marsha P. Johnson","10/9/17"
"Designated Survivor: Temporada 1: Alianza improbable","10/8/17"
"Josef Fritzl: Story of a Monster","10/8/17"
"Designated Survivor: Temporada 1: Lázaro","10/8/17"
"Girlboss: Sophia","10/8/17"
"Suburra: Sangre sobre Roma: Temporada 1: Llámalo sueño","10/8/17"
"Suburra: Sangre sobre Roma: Temporada 1: Oscuridad total","10/8/17"
"Suburra: Sangre sobre Roma: Temporada 1: Un hombre nuevo","10/8/17"
"Suburra: Sangre sobre Roma: Temporada 1: Último cliente","10/8/17"
"Suburra: Sangre sobre Roma: Temporada 1: Ajo, aceite y picante","10/8/17"
"Suburra: Sangre sobre Roma: Temporada 1: Loba","10/8/17"
"Suburra: Sangre sobre Roma: Temporada 1: Buen provecho","10/7/17"
"Suburra: Sangre sobre Roma: Temporada 1: Perros rabiosos","10/7/17"
"Suburra: Sangre sobre Roma: Temporada 1: Plebeyos y patricios","10/7/17"
"Suburra: Sangre sobre Roma: Temporada 1: 21 días","10/7/17"
"Designated Survivor: Temporada 1: El noveno juez","10/4/17"
"Designated Survivor: Temporada 1: Política partidaria","10/3/17"
"El Cartel 2: Episodio 50","10/3/17"
"El Cartel 2: Episodio 48","10/3/17"
"El Cartel 2: Episodio 1","10/3/17"
"Designated Survivor: Temporada 1: Cien días","10/2/17"
"Designated Survivor: Temporada 1: Comandante en jefe","10/2/17"
"Designated Survivor: Temporada 1: El contrafuego","10/1/17"
"Bates Motel: Temporada 4: Norman","10/1/17"
"Orange Is the New Black: Temporada 3: ¿Dónde está mi dreidel?","10/1/17"
"Bates Motel: Temporada 4: Para siempre","10/1/17"
"Bates Motel: Temporada 4: Infiel","9/30/17"
"Bates Motel: Temporada 4: No hay lugar como el hogar","9/28/17"
"Bates Motel: Temporada 4: La bóveda","9/27/17"
"Bates Motel: Temporada 4: Refracción","9/27/17"
"Bates Motel: Temporada 4: Luces de invierno","9/27/17"
"Bates Motel: Temporada 4: Hasta que la muerte los separe","9/27/17"
"Bates Motel: Temporada 4: Buenas noches, madre","9/26/17"
"Bates Motel: Temporada 4: Un peligro para sí mismo y para otros","9/26/17"
"Bates Motel: Temporada 3: Inconsciente","9/26/17"
"Bates Motel: Temporada 3: Locura","9/25/17"
"First They Killed My Father","9/24/17"
"Bates Motel: Temporada 3: El hoyo","9/23/17"
"Bates Motel: Temporada 3: La última cena","9/23/17"
"Bates Motel: Temporada 3: Norma Louise","9/23/17"
"Bates Motel: Temporada 3: El trato","9/23/17"
"Bates Motel: Temporada 3: Indestructible","9/23/17"
"Bates Motel: Temporada 3: Persuasión","9/22/17"
"Bates Motel: Temporada 3: El Club Arcanum","9/22/17"
"Bates Motel: Temporada 3: Una muerte en la familia","9/22/17"
"Bates Motel: Temporada 2: La verdad inmutable","9/20/17"
"Bates Motel: Temporada 2: La caja","9/20/17"
"Fabrizio Copano: Solo pienso en mi","9/20/17"
"Bates Motel: Temporada 2: Colapso","9/20/17"
"Bates Motel: Temporada 2: Se supone inocente","9/20/17"
"Bates Motel: Temporada 2: Caída","9/20/17"
"Bates Motel: Temporada 2: Artista del escape","9/19/17"
"Bates Motel: Temporada 2: Partida","9/19/17"
"Bates Motel: Temporada 2: Caleb","9/19/17"
"Bates Motel: Temporada 2: Una sombra de duda","9/18/17"
"Bates Motel: Temporada 2: Muerta pero no olvidada","9/18/17"
"Bates Motel: Medianoche","9/18/17"
"Bates Motel: Bajo el agua","9/18/17"
"Bates Motel: Un muchacho y su perro","9/17/17"
"Bates Motel: El hombre del número 9","9/17/17"
"El payaso del mal","9/16/17"
"Bates Motel: La verdad","9/16/17"
"Bates Motel: Vista al océano","9/16/17"
"Bates Motel: Confía en mí","9/16/17"
"Bates Motel: ¿Cuál es el problema de Norman?","9/15/17"
"Bates Motel: Lindo pueblo elegiste, Norma","9/15/17"
"Bates Motel: Primero sueñas, luego mueres","9/14/17"
"The Fosters: Temporada 3: Ruinas","9/14/17"
"The Walking Dead: Temporada 6: Cuidado","9/13/17"
"The Walking Dead: Temporada 6: Siempre responsable","9/13/17"
" : Episodio 2","9/13/17"
" : Episodio 1","9/13/17"
"La ley de los audaces: Temporada 6: Carácter y aptitud","9/13/17"
"La ley de los audaces: Temporada 6: Quid pro quo","9/13/17"
"La ley de los audaces: Temporada 6: Admisión de culpabilidad","9/13/17"
"La ley de los audaces: Temporada 6: Dientes, nariz, dientes","9/12/17"
"La ley de los audaces: Temporada 6: La pintura","9/12/17"
"La ley de los audaces: Temporada 6: Ella se ha ido","9/11/17"
"La ley de los audaces: Temporada 6: Ciclos","9/11/17"
"La ley de los audaces: Temporada 6: La mano que te da de comer","9/11/17"
"La ley de los audaces: Temporada 6: Tiempo prestado","9/11/17"
"La ley de los audaces: Temporada 6: Agita los árboles","9/11/17"
"La ley de los audaces: Temporada 6: España","9/11/17"
"La ley de los audaces: Temporada 6: Confianza","9/11/17"
"La ley de los audaces: Temporada 6: El trato","9/11/17"
"La ley de los audaces: Temporada 6: De vuelta en el mapa","9/10/17"
"Veronica Guerin","9/10/17"
"Orange Is the New Black: Temporada 3: El miedo y otros olores","9/9/17"
"La ley de los audaces: Temporada 6: Cuentas por pagar","9/9/17"
"La noche del demonio: Capítulo 2","9/9/17"
"La ley de los audaces: Temporada 6: Por los problemas","9/9/17"
"La ley de los audaces: Temporada 5: Las horas que quedan","9/7/17"
"La ley de los audaces: Temporada 5: Tic-toc","9/6/17"
"La ley de los audaces: Temporada 5: Defensa propia","9/6/17"
"La ley de los audaces: Temporada 5: La santa tierra del señor","9/6/17"
"La ley de los audaces: Temporada 5: Vivir para pelear","9/5/17"
"La ley de los audaces: Temporada 5: Percance","9/5/17"
"La ley de los audaces: Temporada 5: Fe","9/5/17"
"La ley de los audaces: Temporada 5: Invitados no deseados","9/2/17"
"Fumados: Parte 1: Cepa Omega","9/2/17"
"La ley de los audaces: Temporada 5: Mea culpa","8/31/17"
"La ley de los audaces: Temporada 5: Pensando en casa","8/31/17"
"War Machine","8/30/17"
"La ley de los audaces: Temporada 5: Confidencialidad","8/30/17"
"La ley de los audaces: Temporada 5: Mano a mano","8/28/17"
"La ley de los audaces: Temporada 5: No puedo hacerlo","8/28/17"
"La ley de los audaces: Temporada 5: No hay vuelta atrás","8/28/17"
"La ley de los audaces: Temporada 5: Compensación","8/27/17"
"Un camino a casa","8/27/17"
"La ley de los audaces: Temporada 5: Negación","8/26/17"
"La ley de los audaces: Temporada 4: No solo una cara bonita","8/25/17"
"La ley de los audaces: Temporada 4: Intento","8/25/17"
"La ley de los audaces: Temporada 4: Descarrilamiento","8/25/17"
"La ley de los audaces: Temporada 4: Punto decisivo","8/24/17"
"La ley de los audaces: Temporada 4: Respeto","8/24/17"
"La ley de los audaces: Temporada 4: Ya es suficiente","8/23/17"
"La ley de los audaces: Temporada 4: Esto es Roma","8/23/17"
"La ley de los audaces: Temporada 4: La despedida","8/23/17"
"La ley de los audaces: Temporada 4: Exposición","8/23/17"
"La ley de los audaces: Temporada 4: Se terminó","8/23/17"
"La ley de los audaces: Temporada 4: Arrasado por Litt","8/23/17"
"La ley de los audaces: Temporada 4: Una libra de carne","8/23/17"
"La ley de los audaces: Temporada 4: Financiación","8/22/17"
"La ley de los audaces: Temporada 4: Ataque letal","8/22/17"
"La increíble Jessica James","8/21/17"
"La ley de los audaces: Temporada 4: Desayuno, como y ceno","8/21/17"
"La ley de los audaces: Temporada 4: Uno, dos, tres, ahora...","8/21/17"
"Nieve Negra","8/20/17"
"La ley de los audaces: Temporada 3: Sin salida","8/19/17"
"La ley de los audaces: Temporada 3: Debes saber cuándo dejarlos","8/19/17"
"La ley de los audaces: Temporada 3: Corazón roto","8/19/17"
"La ley de los audaces: Temporada 3: Cuestión intelectual","8/19/17"
"La ley de los audaces: Temporada 3: El ayer no existe","8/17/17"
"La ley de los audaces: Temporada 3: Secretos ocultos","8/17/17"
"La ley de los audaces: Temporada 3: Quédate","8/15/17"
"La ley de los audaces: Temporada 3: Mala fe","8/15/17"
"La ley de los audaces: Temporada 3: Fin del juego","8/15/17"
"La ley de los audaces: Temporada 3: Ella es mía","8/15/17"
"La ley de los audaces: Temporada 3: La próxima vez","8/15/17"
"La ley de los audaces: Temporada 3: La sombra de la duda","8/14/17"
"La ley de los audaces: Temporada 3: Conflicto de interés","8/14/17"
"Sobreviviendo a Escobar, Alias JJ: Episodio 3","8/13/17"
"Sobreviviendo a Escobar, Alias JJ: Episodio 2","8/13/17"
"Sobreviviendo a Escobar, Alias JJ: Episodio 1","8/13/17"
"Men on a Mission: Lo mejor de 2015-2016: Episodio 1","8/12/17"
"Atypical: Temporada 1: Las propiedades de silenciamiento de la nieve","8/12/17"
"Atypical: Temporada 1: Perdí mi pobre albóndiga","8/12/17"
"La suerte en tus manos","8/12/17"
"El Candidato","8/11/17"
"La ley de los audaces: Temporada 3: Negocios sin concluir","8/9/17"
"La ley de los audaces: Temporada 3: Quiero que me desees","8/9/17"
"La ley de los audaces: Temporada 3: El acuerdo","8/9/17"
"Orange Is the New Black: Temporada 3: Sin palabras","8/9/17"
"Amigos de la universidad: Temporada 1: Segunda boda","8/6/17"
"Amigos de la universidad: Temporada 1: Bus fiestero","8/6/17"
"Amigos de la universidad: Temporada 1: Misión imposible","8/6/17"
"La ley de los audaces: Temporada 2: Guerra","8/3/17"
"La ley de los audaces: Temporada 2: Normandía","8/3/17"
"La ley de los audaces: Temporada 2: Punto ciego","8/3/17"
"La ley de los audaces: Temporada 2: Ha vuelto","8/3/17"
"La ley de los audaces: Temporada 2: Zane contra Zane","8/3/17"
"La ley de los audaces: Temporada 2: Sangre en el agua","8/2/17"
"La ley de los audaces: Temporada 2: Punto crítico","8/2/17"
"La ley de los audaces: Temporada 2: Asterisco","8/1/17"
"La ley de los audaces: Temporada 2: Rebobinar","8/1/17"
"La ley de los audaces: Temporada 2: Ataque sorpresa","8/1/17"
"La ley de los audaces: Temporada 2: Deudas de juego","8/1/17"
"La ley de los audaces: Temporada 2: Punto de quiebra","7/31/17"
"La ley de los audaces: Temporada 2: El descubrimiento","7/31/17"
"La ley de los audaces: Temporada 2: Conoce al jefe nuevo","7/31/17"
"La ley de los audaces: Temporada 2: Ella lo sabe","7/31/17"
"La ley de los audaces: Temporada 2: La decisión","7/31/17"
"La ley de los audaces: Temporada 1: Pelea de perros","7/31/17"
"La ley de los audaces: Temporada 1: Las reglas del juego","7/30/17"
"La ley de los audaces: Temporada 1: Fraudes corporativos","7/30/17"
"La ley de los audaces: Temporada 1: Invicto","7/30/17"
"La ley de los audaces: Temporada 1: Crisis de identidad","7/30/17"
"La ley de los audaces: Temporada 1: Juicio falso","7/30/17"
"La ley de los audaces: Temporada 1: Transacciones ilícitas","7/29/17"
"La ley de los audaces: Temporada 1: Fianza","7/29/17"
"La ley de los audaces: Temporada 1: Secretos sucios","7/29/17"
"La ley de los audaces: Temporada 1: Vía rápida","7/28/17"
"La ley de los audaces: Temporada 1: Errores y omisiones","7/27/17"
"La ley de los audaces: Temporada 1: Piloto (Partes 1 y 2)","7/27/17"
"Amigos de la universidad: Temporada 1: Toda la noche","7/26/17"
"Amigos de la universidad: Temporada 1: Casa de Connecticut","7/26/17"
"Amigos de la universidad: Temporada 1: Bienvenidos a Nueva York","7/26/17"
"Ozark: Temporada 1: Suenan las campanas","7/26/17"
"Ozark: Temporada 1: Café... Negro","7/26/17"
"Orange Is the New Black: Temporada 3: Ching Chong Chang","7/26/17"
"Ozark: Temporada 1: Caleidoscopio","7/26/17"
"Ozark: Temporada 1: Caja nido","7/25/17"
"Orange Is the New Black: Temporada 3: Vender humo","7/24/17"
"Ozark: Temporada 1: El libro de Ruth","7/24/17"
"Ozark: Temporada 1: Días dominantes","7/24/17"
"Ozark: Temporada 1: Esta noche improvisamos","7/24/17"
"Loev","7/23/17"
"Hasta el hueso","7/23/17"
"Simplemente Manu NNa","7/22/17"
"A Cambio de Nada","7/21/17"
"Salam Neighbor","7/21/17"
"Oriented","7/21/17"
"Viva","7/21/17"
"Gypsy: El establo negro","7/20/17"
"Gypsy: Nunca Jamás","7/20/17"
"Gypsy: Marfa","7/20/17"
"Gypsy: Euforia","7/17/17"
"Gypsy: Hotel Vagabond","7/17/17"
"10 días en oro","7/17/17"
"Breaking Bad: Temporada 5: Madrigal","7/16/17"
"Orange Is the New Black: Temporada 2: Relaja tus valores","7/16/17"
"Orange Is the New Black: Temporada 2: Fue el cambio","7/16/17"
"Hurricane Bianca","7/15/17"
"Gypsy: La comunidad","7/15/17"
"Jurassic World: Mundo Jurásico","7/15/17"
"Gypsy: 309","7/14/17"
"Gypsy: A la deriva","7/14/17"
"Orange Is the New Black: Temporada 3: Día de la Madre","7/14/17"
"Orange Is the New Black: Temporada 2: Mier*a bigotuda","7/14/17"
"Orange Is the New Black: Temporada 2: 40 oz de libertad","7/14/17"
"Gypsy: Parada Morgan","7/14/17"
"Orange Is the New Black: Temporada 2: Macetas de buen tamaño","7/14/17"
"Gypsy: La madriguera","7/13/17"
"Orange Is the New Black: Temporada 2: Letra Comic Sans","7/13/17"
"Orange Is the New Black: Temporada 2: Pájaro sediento","7/13/17"
"Orange Is the New Black: Temporada 2: También tienes pizza","7/12/17"
"Orange Is the New Black: Temporada 2: Ciudad de baja autoestima","7/11/17"
"Orange Is the New Black: Temporada 2: Otro rollo en el hoyo","7/11/17"
"Matt Shepard Is a Friend of Mine","7/11/17"
"I Am Michael","7/11/17"
"Castlevania: Temporada 1: Botella de bruja","7/10/17"
"Cuidado con lo que deseas","7/10/17"
"Orange Is the New Black: Temporada 2: Los abrazos pueden engañar","7/9/17"
"Touch: Touch: Season 2: Luchar o escapar","7/9/17"
"Touch: Touch: Season 2: Acusado","7/9/17"
"Orange Is the New Black: Temporada 2: Se ve azul, sabe rojo","7/6/17"
"Touch: Touch: Season 2: Tal para cual","7/5/17"
"El marginal: Temporada 1: Capítulo 2","7/5/17"
"Orange Is the New Black: Temporada 1: La locura no tiene cura","7/5/17"
"Touch: Touch: Season 2: Precisión","7/4/17"
"Touch: Touch: Season 2: Reuniones","7/3/17"
"Touch: Touch: Season 2: Fantasmas","7/3/17"
"Orange Is the New Black: Temporada 1: Me engañaste una vez","7/1/17"
"Orange Is the New Black: Temporada 1: Tipos altos con sentimientos","7/1/17"
"Touch: Touch: Season 2: Roto","7/1/17"
"Touch: Touch: Season 2: Directo a los ojos","7/1/17"
"Touch: Touch: Season 2: Tormenta perfecta","6/30/17"
"Touch: Touch: Season 2: Enemigo de mi enemigo","6/30/17"
"Touch: Touch: Season 2: Más cerca","6/29/17"
"El marginal: Temporada 1: Capítulo 1","6/29/17"
"Touch: Touch: Season 2: Horizonte de sucesos","6/29/17"
"Touch: El camino no elegido","6/29/17"
